Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
GTEX-X4EO	-23.8767	-36.5493	-6.20645	-6.06862	0.857677	-0.360177	2.3444	-1.6439	-1.60693	0.60807	GTEX-X4EO	GTEX
GTEX-X4EP	-23.8428	-35.9838	-6.99219	-6.17409	0.674376	1.08157	0.564089	-0.223359	-0.77712	0.701076	GTEX-X4EP	GTEX
GTEX-X4LF	-24.2179	-36.6741	-7.03583	-6.52448	-0.0604763	0.509915	-1.83846	0.928775	1.09036	4.60756	GTEX-X4LF	GTEX
GTEX-X4XX	-21.1698	-34.8762	-3.45477	-6.74147	-1.1627	2.32304	-15.3235	0.224874	-1.14903	4.52536	GTEX-X4XX	GTEX
GTEX-X4XY	-23.9548	-35.6777	-8.23473	-6.97001	0.577814	3.75364	1.12276	-2.87088	-1.59749	-2.34017	GTEX-X4XY	GTEX
GTEX-X585	82.4639	2.00535	-2.86318	-1.08382	0.731016	1.62433	2.49389	-1.87657	-0.0617831	3.6636	GTEX-X585	GTEX
GTEX-X5EB	-23.9632	-38.3503	-7.44584	-6.09902	-0.533688	-0.574543	3.77928	1.17993	3.13968	-5.77509	GTEX-X5EB	GTEX
GTEX-X62O	-25.9665	-34.9251	-8.11762	-5.37238	-0.157321	-3.48802	3.29307	-1.04518	-2.29626	2.06001	GTEX-X62O	GTEX
GTEX-X638	73.2054	0.744162	-1.80844	-0.888932	-0.026587	-0.106585	1.14946	-1.04037	-4.08213	-2.34462	GTEX-X638	GTEX
GTEX-X88G	75.5524	1.50668	-1.88006	-0.332517	1.38475	-1.04211	1.94684	2.75102	-2.47436	-1.21496	GTEX-X88G	GTEX
GTEX-X8HC	-24.1066	-35.6554	-5.91734	-7.51011	-2.16202	-0.865917	4.67434	0.314675	-1.16126	-0.671384	GTEX-X8HC	GTEX
GTEX-XAJ8	-22.7764	-36.4068	-6.28502	-6.64219	0.383254	0.870224	1.69094	0.463514	-0.886858	-2.25966	GTEX-XAJ8	GTEX
GTEX-XBEC	-23.5305	-36.4763	-5.81762	-3.90485	1.48408	-1.6825	7.04301	0.986748	-2.00234	-0.398503	GTEX-XBEC	GTEX
GTEX-XBED	-24.9373	-35.3207	-6.63274	-5.99765	2.05157	-0.269694	0.780343	1.80749	-0.603375	0.770755	GTEX-XBED	GTEX
GTEX-XBEW	-18.463	-34.033	-2.76923	-5.50199	-1.5621	1.10276	-12.6687	-0.206558	1.45936	4.6028	GTEX-XBEW	GTEX
GTEX-XGQ4	-24.3929	-36.9903	-4.73984	-4.65823	0.565916	-0.0131528	3.08197	-0.555974	-3.97968	4.67657	GTEX-XGQ4	GTEX
GTEX-XK95	-24.3735	-37.5015	-7.1809	-5.91041	0.895051	-0.387652	1.30564	-1.5566	-1.95209	3.28414	GTEX-XK95	GTEX
GTEX-XLM4	-24.8207	-36.9988	-5.79483	-8.33725	0.600718	0.704318	0.276507	1.87835	-1.53339	-6.53525	GTEX-XLM4	GTEX
GTEX-XMD1	-23.7539	-36.4046	-5.75434	-5.93536	-0.502688	0.146555	-1.10463	1.09753	-2.18981	4.05875	GTEX-XMD1	GTEX
GTEX-XMD2	-23.4694	-37.6484	-6.0702	-7.91294	2.2843	-0.519609	4.3546	-2.71967	2.49677	3.85652	GTEX-XMD2	GTEX
GTEX-XMD3	-6.83369	-19.7433	-7.10191	8.35209	-0.257067	2.2561	-6.62262	-1.43322	-1.51414	6.61628	GTEX-XMD3	GTEX
GTEX-XMK1	-22.7406	-35.6084	-7.60086	-7.35833	0.034029	-1.16637	4.57621	-0.600952	1.77444	-7.0992	GTEX-XMK1	GTEX
GTEX-XOT4	-19.1341	-32.8658	-3.15488	-6.8434	-0.985931	1.89193	-18.9019	0.355417	0.491311	2.02034	GTEX-XOT4	GTEX
GTEX-XPT6	-21.4648	-35.9098	-6.70292	-4.1817	0.79082	-1.64059	3.85574	2.73793	-1.21694	-0.97163	GTEX-XPT6	GTEX
GTEX-XPVG	-24.8006	-37.5952	-7.15428	-5.64903	0.395589	0.893806	2.81787	0.896572	-2.9334	0.220501	GTEX-XPVG	GTEX
GTEX-XQ3S	-24.7081	-36.4712	-6.82132	-7.38847	1.69246	-0.62015	5.37954	-1.07258	-0.0104114	7.51085	GTEX-XQ3S	GTEX
GTEX-XQ8I	-24.6211	-34.9102	-8.53348	-6.77335	1.62306	-0.545591	3.76608	-0.964652	-1.83699	3.39292	GTEX-XQ8I	GTEX
GTEX-XUW1	-25.6529	-37.7315	-7.95467	-6.65035	1.14813	0.363509	7.36865	0.599821	-0.854694	4.96429	GTEX-XUW1	GTEX
GTEX-XUYS	72.5962	-2.06736	-1.4414	-1.27007	-0.645675	-0.644181	1.15831	2.8974	-3.11267	-4.61262	GTEX-XUYS	GTEX
GTEX-XUZC	-24.3296	-37.9899	-6.44581	-4.39949	0.297582	2.67088	0.525924	-0.415127	-2.12727	-0.64006	GTEX-XUZC	GTEX
GTEX-XV7Q	-24.6296	-36.4607	-7.4595	-7.84442	0.28715	-2.57218	5.62408	-0.0864316	4.11897	-12.1139	GTEX-XV7Q	GTEX
GTEX-XXEK	-23.694	-37.0039	-7.12909	-5.58184	0.497756	0.109335	1.26942	0.263786	-0.190507	3.75307	GTEX-XXEK	GTEX
GTEX-XYKS	76.9166	2.1991	-1.78726	-1.83917	0.261931	-1.6565	2.1035	-0.719373	-0.698318	-2.40234	GTEX-XYKS	GTEX
GTEX-Y111	-25.4419	-37.17	-6.51474	-6.05387	0.153649	0.6139	1.49994	0.825772	-2.14116	-2.98031	GTEX-Y111	GTEX
GTEX-Y114	81.1559	4.15459	-3.08472	-1.57662	-2.64204	-0.38886	0.782929	-2.0349	-2.15903	-0.856342	GTEX-Y114	GTEX
GTEX-Y3I4	-22.7083	-38.7027	-8.13842	-6.11959	2.30571	-0.831674	2.06207	-2.47591	-2.45692	-3.15959	GTEX-Y3I4	GTEX
GTEX-Y3IK	60.6257	-3.38257	-2.79481	-0.204524	0.844344	0.926775	4.86602	4.27958	2.92197	-4.9352	GTEX-Y3IK	GTEX
GTEX-Y5LM	-25.6934	-35.4174	-7.75239	-5.36894	0.226611	1.09365	-0.140467	-1.24542	0.150915	-3.22995	GTEX-Y5LM	GTEX
GTEX-Y5V5	-25.907	-37.0405	-4.92575	-7.19961	0.577036	0.435585	3.24051	0.622107	3.21858	-8.94932	GTEX-Y5V5	GTEX
GTEX-Y5V6	-25.2476	-36.9872	-8.96645	-6.34446	0.671628	0.11264	4.09797	0.467221	2.24415	-3.44879	GTEX-Y5V6	GTEX
GTEX-Y8DK	-24.5793	-36.7649	-7.60428	-4.89613	-0.127188	-1.56921	-0.424959	0.993754	-4.17474	-0.461331	GTEX-Y8DK	GTEX
GTEX-Y8E4	-19.1292	-35.1776	-3.32171	-8.69335	-0.390061	0.548811	-16.3838	0.692593	0.929316	3.23554	GTEX-Y8E4	GTEX
GTEX-Y8E5	71.2138	-1.72987	-1.96009	-2.45811	-0.195611	-0.641431	2.34405	-1.6289	-1.43549	3.17854	GTEX-Y8E5	GTEX
GTEX-Y8LW	-24.5087	-35.0692	-6.7097	-5.4111	1.27772	-0.520648	-0.39199	0.897888	-0.0254225	-0.414256	GTEX-Y8LW	GTEX
GTEX-Y9LG	-24.2063	-37.1884	-7.90576	-6.96023	0.188975	-1.5312	3.66995	0.0967352	-3.13133	-8.17559	GTEX-Y9LG	GTEX
GTEX-YB5E	9.96044	-22.5936	-3.98237	-4.32979	0.212093	3.58635	1.45413	1.0749	3.79404	-4.25679	GTEX-YB5E	GTEX
GTEX-YB5K	-23.5997	-37.2119	-8.09833	-5.64334	-0.108114	-0.00328337	0.71719	-1.37174	-2.08641	1.89287	GTEX-YB5K	GTEX
GTEX-YBZK	56.1547	-6.9577	-3.52141	-2.83271	-0.170779	0.447339	-1.7952	1.98894	-5.43372	-4.28	GTEX-YBZK	GTEX
GTEX-YEC3	-24.6696	-37.143	-8.87117	-3.9097	-1.54556	0.718914	0.591355	1.61531	-1.9578	-3.28886	GTEX-YEC3	GTEX
GTEX-YEC4	-23.4426	-35.0099	-5.1159	-4.87298	0.892681	0.748234	3.19572	1.44506	-3.6857	1.06781	GTEX-YEC4	GTEX
GTEX-YECK	-25.1717	-35.1071	-5.16664	-6.38938	-0.267164	-1.31419	-2.45522	-0.173918	-1.77213	0.507346	GTEX-YECK	GTEX
GTEX-YF7O	-24.4917	-34.9536	-6.96147	-6.52672	0.149121	-0.6471	4.21143	0.706812	1.76684	-11.2547	GTEX-YF7O	GTEX
GTEX-YFC4	-24.6975	-36.135	-9.8689	-9.07404	0.527405	1.85457	2.51112	3.05327	1.35769	-7.43882	GTEX-YFC4	GTEX
GTEX-YJ89	-19.3117	-33.2045	-3.46063	-8.73792	-2.25366	-1.06676	-18.5827	0.428184	-0.296331	2.70382	GTEX-YJ89	GTEX
GTEX-YJ8A	-24.618	-37.424	-5.50565	-6.66765	0.402869	-0.454754	2.79977	1.22142	-2.72714	3.62619	GTEX-YJ8A	GTEX
GTEX-YJ8O	-25.2573	-36.8689	-6.60253	-6.16969	0.596581	-0.00942215	2.24518	0.643455	1.23366	-6.01116	GTEX-YJ8O	GTEX
GTEX-Z93S	-24.4891	-36.2904	-9.31691	-7.26501	0.136317	-0.874215	0.795723	0.901586	0.71053	-1.35366	GTEX-Z93S	GTEX
GTEX-Z93T	80.2624	1.30907	-2.39234	-1.97832	-1.49032	-0.2885	2.43479	1.02318	-2.65471	1.35707	GTEX-Z93T	GTEX
GTEX-Z9EW	-24.6148	-35.6554	-7.08914	-7.70015	1.93056	2.0823	1.74652	-1.06986	-0.655448	-2.11552	GTEX-Z9EW	GTEX
GTEX-ZA64	-24.2749	-37.044	-6.02163	-8.862	2.62385	0.0987526	-0.62118	1.48405	-0.0519821	-4.09286	GTEX-ZA64	GTEX
GTEX-ZAB4	-23.5691	-34.7928	-6.92333	-5.32937	2.04257	-1.35955	1.22249	-1.43834	0.13428	-1.88492	GTEX-ZAB4	GTEX
GTEX-ZAB5	-24.6824	-38.1452	-7.03594	-5.83642	0.953887	-1.56853	2.55568	-1.28858	-0.300388	5.10824	GTEX-ZAB5	GTEX
GTEX-ZAJG	65.3932	-3.2971	-4.02785	-1.03302	1.54153	-0.779945	1.82571	-1.64268	-1.18666	-3.88601	GTEX-ZAJG	GTEX
GTEX-ZAK1	-25.6509	-36.222	-5.54689	-7.56883	0.723585	-0.693587	3.24172	1.44769	-2.99161	3.21516	GTEX-ZAK1	GTEX
GTEX-ZAKK	51.3286	-4.58162	-1.30495	-1.33378	1.19862	0.213962	1.30771	2.19346	-3.04965	3.23619	GTEX-ZAKK	GTEX
GTEX-ZC5H	-25.1065	-35.9422	-7.46424	-6.38226	0.638483	-2.87548	9.63374	4.212	-0.858132	5.50009	GTEX-ZC5H	GTEX
GTEX-ZDTS	-24.1165	-36.9862	-6.00709	-7.21064	-1.31666	0.316453	0.0292404	2.53851	1.44931	-0.505552	GTEX-ZDTS	GTEX
GTEX-ZDTT	-24.9851	-38.1896	-7.67159	-5.38164	0.62614	1.20941	-0.304887	0.0503806	-5.40359	0.426122	GTEX-ZDTT	GTEX
GTEX-ZDXO	-24.2138	-36.3545	-5.61031	-7.19727	0.299636	0.662335	1.24678	-1.14554	-1.76686	-6.49182	GTEX-ZDXO	GTEX
GTEX-ZDYS	-24.0631	-36.5419	-5.67511	-7.39466	1.66232	0.817493	1.09995	0.593878	-1.55736	-0.83545	GTEX-ZDYS	GTEX
GTEX-ZE7O	-22.2556	-35.7927	-6.10179	-5.05511	-0.606149	-0.982769	1.8669	0.725076	0.243016	-3.70806	GTEX-ZE7O	GTEX
GTEX-ZEX8	-20.3566	-32.675	-4.31869	-7.76105	-0.977318	-0.0192831	-13.8481	0.381016	-1.2074	4.2589	GTEX-ZEX8	GTEX
GTEX-ZF28	-23.3915	-36.7468	-6.75045	-4.68625	0.777599	0.279816	4.07765	1.06465	1.61369	-2.69716	GTEX-ZF28	GTEX
GTEX-ZF29	-24.0149	-35.5722	-9.39173	-5.70003	0.560567	1.39832	2.61264	-1.25589	-3.09906	3.60083	GTEX-ZF29	GTEX
GTEX-ZF2S	-25.9204	-35.5361	-4.53119	-4.45096	-1.06198	-2.67407	-0.612712	-0.348321	-2.0674	2.41227	GTEX-ZF2S	GTEX
GTEX-ZF3C	-23.7516	-35.0814	-6.13327	-6.72251	0.748311	-1.40425	1.28828	-1.89035	-0.696565	1.08973	GTEX-ZF3C	GTEX
GTEX-ZG7Y	-24.6193	-37.1447	-6.97249	-5.41658	0.301653	-0.197607	4.16669	1.18714	0.879372	-0.410605	GTEX-ZG7Y	GTEX
GTEX-ZGAY	-24.1562	-39.6691	-7.07574	-6.24782	-0.305321	0.0182166	2.00887	0.202566	-3.72321	-2.50687	GTEX-ZGAY	GTEX
GTEX-ZLFU	76.6575	2.27259	-1.79905	-1.06345	0.13388	2.09733	2.53464	0.880423	-5.95834	-1.36382	GTEX-ZLFU	GTEX
GTEX-ZLV1	-23.0542	-37.8694	-4.16289	-7.67744	-0.0654098	-1.51787	0.692423	0.90983	2.74412	-7.58251	GTEX-ZLV1	GTEX
GTEX-ZLWG	37.7985	-11.1364	-4.56485	-1.54231	1.16848	-0.100152	1.32878	1.12191	-0.0357559	-6.12818	GTEX-ZLWG	GTEX
GTEX-ZP4G	-25.4417	-35.3052	-7.55042	-7.11907	-0.4986	-1.88069	3.85804	-1.80321	1.32076	-2.49218	GTEX-ZP4G	GTEX
GTEX-ZPCL	-25.301	-38.6556	-6.53176	-7.98072	1.34789	-0.0381008	-1.1741	-0.549364	1.06608	2.56171	GTEX-ZPCL	GTEX
GTEX-ZPIC	-24.0983	-36.0687	-9.10282	-6.13709	-0.19391	0.311512	8.12432	-0.922843	1.87386	-1.93288	GTEX-ZPIC	GTEX
GTEX-ZPU1	60.2767	-3.2198	-4.04038	1.28156	-0.972891	0.507457	-3.26326	-1.54672	4.06352	-4.31763	GTEX-ZPU1	GTEX
GTEX-ZQG8	-25.2462	-37.9127	-7.78708	-6.60108	1.37455	-1.4982	3.6746	0.8895	3.64682	-10.289	GTEX-ZQG8	GTEX
GTEX-ZQUD	68.2038	-2.58755	-1.7391	-1.00949	0.849051	-2.42894	2.23535	1.99385	-2.95381	6.30938	GTEX-ZQUD	GTEX
GTEX-ZT9W	-22.573	-36.7033	-6.47522	-6.98605	0.870435	0.161096	0.897555	0.276121	-2.66479	1.24295	GTEX-ZT9W	GTEX
GTEX-ZT9X	-26.5716	-35.8062	-7.46365	-6.79455	0.335288	-0.259422	6.80925	-1.44615	-1.14947	-3.47597	GTEX-ZT9X	GTEX
GTEX-ZTPG	-23.9186	-35.9406	-6.00502	-5.17005	1.78166	3.11717	-1.94722	0.192533	0.332225	-0.291536	GTEX-ZTPG	GTEX
GTEX-ZTSS	-23.7859	-38.7003	-6.5389	-6.37559	-2.08275	-0.201479	-1.30722	-1.63542	0.263671	-2.2125	GTEX-ZTSS	GTEX
GTEX-ZTTD	-24.4343	-33.4205	-4.72189	-7.86194	-0.18027	-2.46592	3.4102	0.431663	-2.5572	-5.55921	GTEX-ZTTD	GTEX
GTEX-ZTX8	50.4741	-7.96002	-4.37912	-3.18299	1.33747	-1.08281	1.61364	-1.09903	-1.2821	-0.573607	GTEX-ZTX8	GTEX
GTEX-ZUA1	-24.3564	-37.2654	-6.34345	-6.1288	1.25343	-0.322358	4.09016	-1.58242	-3.09518	2.05885	GTEX-ZUA1	GTEX
GTEX-ZV68	-23.8558	-36.8812	-6.07498	-5.95906	0.0328496	2.26676	1.00285	1.25634	-1.72455	4.49473	GTEX-ZV68	GTEX
GTEX-ZV6S	-24.0371	-36.1751	-5.60443	-7.49553	0.618962	0.789114	-5.49138	-0.379358	-0.0589906	-1.07195	GTEX-ZV6S	GTEX
GTEX-ZV7C	59.0272	-2.52736	-1.48851	-2.52877	2.32086	-1.00889	1.38189	-2.8678	-4.63038	-6.24792	GTEX-ZV7C	GTEX
GTEX-ZVE1	-23.8525	-36.9637	-9.34044	-5.53108	-0.0626592	0.850031	2.3748	0.470709	-0.123997	-7.18995	GTEX-ZVE1	GTEX
GTEX-ZVE2	-24.7795	-38.3698	-5.91487	-4.35256	0.344216	1.24005	4.17764	0.292874	1.08765	-2.20838	GTEX-ZVE2	GTEX
GTEX-ZVP2	80.4037	4.58543	-0.235391	-0.934484	2.23188	-1.70191	0.562306	1.80257	-1.54391	2.52389	GTEX-ZVP2	GTEX
GTEX-ZVT2	-25.9341	-35.8586	-7.9088	-6.74167	0.534856	-0.530824	-2.53306	0.131666	-2.21476	3.62503	GTEX-ZVT2	GTEX
GTEX-ZVT3	-24.7114	-36.5283	-6.43251	-6.21694	0.712017	0.0303937	0.713708	0.849349	-2.88766	1.22565	GTEX-ZVT3	GTEX
GTEX-ZVT4	-22.828	-36.5088	-8.72284	-6.43866	0.808395	0.188047	2.30468	-2.80844	-4.15717	-1.82165	GTEX-ZVT4	GTEX
GTEX-ZVZO	76.3492	-0.177759	-0.799162	-2.02783	-0.71238	0.437158	-0.62276	-0.999827	-1.39489	-0.943684	GTEX-ZVZO	GTEX
GTEX-ZVZP	-23.9459	-37.7012	-6.48839	-5.6304	0.887822	-1.6109	1.43663	-0.534893	-1.51194	0.723721	GTEX-ZVZP	GTEX
GTEX-ZVZQ	-25.4117	-36.0541	-7.5008	-5.01076	0.683027	0.138253	3.88064	3.41883	-0.776719	-5.81031	GTEX-ZVZQ	GTEX
GTEX-ZWKS	-24.5083	-35.4334	-6.23032	-5.04463	1.17056	0.694775	3.07204	1.87578	-1.40465	5.37677	GTEX-ZWKS	GTEX
GTEX-ZXES	-23.8745	-35.3294	-5.82019	-7.63623	0.634017	-0.953365	3.77578	2.35866	-2.25569	1.30976	GTEX-ZXES	GTEX
GTEX-ZXG5	-19.0942	-32.2402	-3.14125	-5.85881	-2.00143	3.78213	-15.0956	1.66052	3.58687	7.87196	GTEX-ZXG5	GTEX
GTEX-ZY6K	77.2273	2.61432	-1.63631	0.151006	0.406397	-3.43796	0.444086	1.68216	-2.66519	-3.99537	GTEX-ZY6K	GTEX
GTEX-ZYFC	72.0236	-0.480403	0.348262	-0.191385	0.854684	1.53828	0.0849486	0.659697	-1.59085	2.66535	GTEX-ZYFC	GTEX
GTEX-ZYFD	-22.6317	-37.1403	-6.07367	-6.7799	0.312709	1.23473	-2.62368	-1.21036	-2.20394	5.48562	GTEX-ZYFD	GTEX
GTEX-ZYFG	-24.8512	-36.6517	-6.91352	-7.38158	0.546184	-0.697249	1.72574	0.234379	-2.07642	-2.71933	GTEX-ZYFG	GTEX
GTEX-ZYT6	-22.6933	-38.2087	-6.77178	-5.72602	1.28531	-0.685319	2.11852	1.18091	0.471671	0.491818	GTEX-ZYT6	GTEX
GTEX-ZYVF	-23.0596	-35.4657	-4.07253	-7.86013	0.632784	2.00746	-9.07143	1.01387	1.69448	-2.82441	GTEX-ZYVF	GTEX
GTEX-ZYW4	-30.1248	66.454	-6.07072	-8.83161	8.60361	5.78822	-2.74457	0.803049	-0.556847	-3.35263	GTEX-ZYW4	GTEX
GTEX-ZYY3	-21.6195	-35.8852	-6.15824	-5.82127	0.7147	0.745287	-8.24075	1.23912	-2.57877	3.55255	GTEX-ZYY3	GTEX
GTEX-ZZ64	-23.9063	-36.3558	-6.58327	-5.40892	1.39502	2.07232	4.80029	-0.0422345	-3.5878	0.835167	GTEX-ZZ64	GTEX
GTEX-ZZPT	-26.1332	-36.0803	-6.65224	-5.58956	1.29318	-0.53593	8.57205	0.38001	1.89471	-2.57609	GTEX-ZZPT	GTEX
GTEX-ZZPU	-23.1282	-35.1773	-8.42335	-6.02622	-1.44112	-0.311968	0.166786	-1.06664	0.680301	-0.527641	GTEX-ZZPU	GTEX
GTOP-AJ141	-30.1822	65.8011	-6.42428	-11.6077	-26.9123	1.75552	1.04792	0.366212	0.959712	0.791475	GTOP	GTOP
GTOP-AJ142	-30.2482	67.9298	-6.35801	-12.2859	-23.0067	13.2166	2.12654	0.31814	-0.252891	-0.902094	GTOP	GTOP
GTOP-AJ211	-29.9523	64.9067	-9.16956	-13.1708	-24.9364	8.19999	-0.504469	-2.3903	1.60829	3.23319	GTOP	GTOP
GTOP-AJ221	-30.4733	65.0462	-8.62298	-10.3958	-22.9924	3.27088	1.41899	-1.51818	-3.15987	0.618263	GTOP	GTOP
GTOP-AJ231	-29.4058	67.4544	-7.9759	-10.3987	-22.7763	6.84269	2.42696	-1.74322	0.111983	8.98279	GTOP	GTOP
GTOP-AK091	-29.7386	63.9415	-8.6102	-9.65201	-27.6276	2.05681	2.8218	1.30759	0.159327	1.25828	GTOP	GTOP
GTOP-AK092	-28.8413	65.7221	-8.44856	-9.71461	-23.8146	0.947262	-1.30449	-2.32957	2.57964	-1.26679	GTOP	GTOP
GTOP-AK111	-31.7956	65.1621	-6.55673	-13.6998	-21.8212	8.68964	2.47004	0.484809	0.448558	-3.7823	GTOP	GTOP
GTOP-AK112	-29.626	66.1761	-7.43276	-11.3134	-21.8579	3.39485	0.74904	0.325855	-1.69864	10.0728	GTOP	GTOP
GTOP-AK221	-30.7689	66.1235	-8.12581	-12.4129	-22.7008	2.87647	1.10949	0.0133283	-0.769503	4.093	GTOP	GTOP
GTOP-AK231	-29.4314	66.6187	-6.97293	-12.6694	-25.9694	3.58559	0.804449	-0.607457	-0.565189	6.10247	GTOP	GTOP
GTOP-AK281	-31.04	65.7166	-5.82725	-10.4633	-26.0012	3.04082	0.712315	1.35936	-0.420722	6.6847	GTOP	GTOP
GTOP-AL091	-28.2369	66.6589	-7.83637	-12.7156	-25.4826	1.32063	1.08366	-0.820242	-1.98211	3.0184	GTOP	GTOP
GTOP-AL121	-27.4966	66.016	-8.93005	-12.2832	-23.2733	2.07347	1.22215	0.267163	-2.14518	7.36523	GTOP	GTOP
GTOP-AL271	-30.0673	64.5293	-6.17934	-8.15437	-28.0715	-6.69704	-0.412599	2.39838	-3.86485	-0.446897	GTOP	GTOP
GTOP-BA041	-28.3179	64.6669	-6.57911	-8.58641	-23.3931	3.66767	1.28529	0.733798	1.18145	-3.0828	GTOP	GTOP
GTOP-BA081	-29.2176	67.0367	-8.57994	-11.1157	-26.9939	1.43087	1.55881	-0.577563	0.650472	5.12112	GTOP	GTOP
GTOP-BA082	-28.9119	67.2785	-7.2599	-9.23118	-24.0584	6.28983	2.15813	-1.70915	3.45216	-1.43144	GTOP	GTOP
GTOP-BA091	-29.4683	66.4979	-7.68999	-11.9273	-25.3122	3.57442	0.477655	-0.0185429	1.39722	1.29217	GTOP	GTOP
GTOP-BA101	-30.2629	64.5518	-7.9166	-9.30197	-25.5451	2.73174	0.713073	0.0216459	-0.823988	1.50743	GTOP	GTOP
GTOP-BA102	-30.2897	65.1546	-9.54018	-9.82713	-26.4176	-0.428356	2.64333	-2.41565	4.0939	-3.86759	GTOP	GTOP
GTOP-BA131	-30.1656	64.6431	-8.8886	-11.6484	-25.2238	0.504255	1.14765	2.03979	1.40768	-3.60518	GTOP	GTOP
GTOP-BA132	-29.6709	65.8976	-7.8217	-12.9046	-23.1133	1.93273	0.0794876	-1.04456	-1.81606	-0.519346	GTOP	GTOP
GTOP-BA181	-29.0638	67.2321	-8.22985	-12.0548	-24.646	1.6221	0.65403	0.046692	0.133363	-1.67169	GTOP	GTOP
GTOP-BA191	-28.6753	68.4664	-8.90801	-11.347	-27.0486	6.15578	-2.1139	-1.48533	0.077291	-2.89537	GTOP	GTOP
GTOP-BA211	-31.1315	66.6564	-9.41392	-9.97343	-25.458	2.26216	0.349217	-1.17173	0.220061	0.778273	GTOP	GTOP
GTOP-BA231	-29.6544	66.298	-9.92227	-9.48647	-23.5061	4.06673	0.533853	1.37152	0.140643	-3.6447	GTOP	GTOP
GTOP-BA232	-28.8138	67.3133	-8.6187	-10.2221	-22.4077	4.1436	1.833	-0.301289	1.25883	-0.00586903	GTOP	GTOP
GTOP-BA251	-28.5363	67.3709	-8.95118	-10.5012	-24.4553	2.66386	1.34102	0.743281	-2.21737	0.0396541	GTOP	GTOP
GTOP-BB011	-28.721	66.9443	-8.17326	-11.3681	-25.3621	3.07117	1.40806	-0.795259	-1.51075	3.63545	GTOP	GTOP
GTOP-BB201	-28.9399	68.4224	-6.50018	-12.6284	-23.1147	3.51364	1.94566	-0.380945	-0.349126	-6.50061	GTOP	GTOP
GTOP-BB202	-28.3018	66.7381	-7.45255	-12.0045	-25.1577	5.3363	-0.0668235	1.2401	1.38183	-6.19787	GTOP	GTOP
GTOP-BB211	-30.549	65.891	-8.76003	-11.4362	-25.3663	9.67561	0.715843	-4.03679	-0.789299	5.06917	GTOP	GTOP
GTOP-BB251	-30.0796	64.5594	-7.61975	-9.24482	-27.7309	0.0628015	3.53015	-1.45579	0.644289	-4.04925	GTOP	GTOP
GTOP-BB261	-29.9238	65.5542	-6.17021	-9.7138	-23.9316	4.72592	1.44367	0.194049	3.17144	-4.39412	GTOP	GTOP
GTOP-BC041	-28.1386	67.0908	-8.15235	-9.89827	-27.1572	1.93723	1.85543	-0.0203865	2.30907	-9.63047	GTOP	GTOP
GTOP-BC061	-28.9381	67.247	-7.84437	-12.4455	-26.1748	12.7197	4.2753	-0.686032	2.71476	1.42595	GTOP	GTOP
GTOP-BC161	-29.9375	65.2829	-7.23475	-9.81094	-24.5444	-0.0820551	1.38186	-3.90519	0.887448	-3.21186	GTOP	GTOP
GTOP-BC171	-28.6876	66.1158	-6.72759	-11.6552	-24.8144	1.55129	2.3419	2.97651	3.5863	-4.15225	GTOP	GTOP
GTOP-BC181	-29.7444	64.2286	-8.93722	-9.94664	-25.2544	3.60642	0.10399	-0.159831	0.37269	-2.26619	GTOP	GTOP
GTOP-BC191	-29.6972	66.6604	-9.46484	-11.0387	-25.025	2.75559	2.08326	-1.577	0.845135	3.19058	GTOP	GTOP
GTOP-BD011	-28.0583	63.7673	-5.8891	-11.7462	-26.8047	-2.20842	2.22339	-1.33727	0.492186	-2.68175	GTOP	GTOP
GTOP-BD201	-29.8291	64.5575	-8.22397	-8.47881	-26.5135	1.67612	0.761308	1.02858	-0.847382	-2.51935	GTOP	GTOP
GTOP-BE141	-30.8029	67.0329	-8.64054	-9.67586	-25.5275	4.17731	1.4998	-0.483694	-1.00747	6.61595	GTOP	GTOP
GTOP-BE161	-31.429	66.7188	-5.9192	-9.99888	-24.9143	4.34233	-0.170953	1.79271	-3.00908	-1.46393	GTOP	GTOP
GTOP-BE181	-29.8563	66.5848	-8.94509	-11.3611	-25.7071	3.59707	0.728179	-1.31452	-1.96474	4.20623	GTOP	GTOP
GTOP-BE221	-29.3848	64.4509	-10.0313	-8.78577	-23.0786	1.48624	1.30859	-2.81057	-0.286598	2.50457	GTOP	GTOP
GTOP-BF221	-30.4275	65.0654	-8.17102	-7.19126	-30.6377	-6.43028	0.55974	-2.23045	-0.0490026	-1.37142	GTOP	GTOP
GTOP-BF251	-30.8841	65.2572	-7.21135	-11.3682	-23.1146	6.00719	2.27963	3.20078	0.891906	-3.94551	GTOP	GTOP
GTOP-BF271	-29.105	67.5079	-7.46156	-10.5487	-23.3421	2.84137	-0.0267971	3.11843	1.9284	-5.79684	GTOP	GTOP
GTOP-BG091	-30.4742	65.8789	-7.1243	-13.573	-24.2975	0.345454	-1.89429	-1.36264	-1.35677	-0.849107	GTOP	GTOP
GTOP-BG171	-28.3543	66.2294	-9.03541	-9.20884	-23.3144	1.19272	1.48156	1.83556	0.136134	0.693339	GTOP	GTOP
GTOP-BG291	-30.4985	63.9168	-9.69232	-11.7996	-25.6834	1.66053	2.72612	-2.82053	0.353598	-7.55993	GTOP	GTOP
GTOP-BG311	-30.5327	63.6018	-8.74681	-9.47124	-25.3975	-0.62624	-1.17384	-1.95851	-3.19419	3.36336	GTOP	GTOP
